region,Date,type,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags
Seattle,2020-02-09 0:00,Organic,1.37,110615.44,419.35,13510.21,10.72,96675.16,14514.68,82056.28,104.2
South Carolina,2020-02-09 0:00,Organic,1.61,16831.67,489.69,3103.73,54.23,13184.02,3400.35,9783.67,0
South Central,2020-02-09 0:00,Organic,1.3,133497.15,21172.36,1540.62,3230.04,107554.13,75762.41,31791.72,0
Southeast,2020-02-09 0:00,Organic,1.28,111686.73,1604.1,10304.26,57.16,99721.21,77005.2,22716.01,0
Spokane,2020-02-09 0:00,Organic,1.5,6321.06,15.18,780.62,0,5525.26,2819.58,2705.68,0
St. Louis,2020-02-09 0:00,Organic,1.82,5097.36,833.9,1175.21,0,3088.25,2966.67,121.58,0
Syracuse,2020-02-09 0:00,Organic,1.47,3898.57,249.02,124.68,0,3524.87,2085.83,1439.04,0
Tampa,2020-02-09 0:00,Organic,1.13,8041.47,123.7,0,0,7917.77,7917.77,0,0
Total U.S.,2020-02-09 0:00,Organic,1.43,1707021.21,92588.79,138334.93,5031.51,1471034.45,1122901.88,347950.71,181.86
West,2020-02-09 0:00,Organic,1.47,384422.48,16993.11,30148.27,906.42,336374.68,195596.26,140596.56,181.86
West Tex/New Mexico,2020-02-09 0:00,Organic,1.44,23598.85,1025.07,505.47,2111.4,19956.91,17814.72,2142.19,0
Albany,2020-02-16 0:00,Conventional ,1.17,111113.13,4818.5,80974.81,123.97,25195.85,10232.17,13425.91,1537.77
Atlanta,2020-02-16 0:00,Conventional ,0.92,759742.93,287470.61,49706.62,52,422513.7,289811.73,132667.96,34.01
Baltimore/Washington,2020-02-16 0:00,Conventional ,1.32,947108.57,120999.81,402550.86,1635.51,421922.39,267827.44,148824.95,5270
Boise,2020-02-16 0:00,Conventional ,1.09,121103.74,41861.86,4913.93,1148.64,73179.31,39449.58,23091.19,10638.54
Boston,2020-02-16 0:00,Conventional ,1.35,682139.78,16834.48,441847.3,652.46,222805.54,131393.44,87515.43,3896.67
Buffalo/Rochester,2020-02-16 0:00,Conventional ,1.17,164631.78,9953.46,74399.32,36.68,80242.32,61374.32,16519.11,2348.89
California,2020-02-16 0:00,Conventional ,1.11,6697917.24,1745495.46,1059151.82,151496.93,3741773.03,1621638.26,1795543.97,324590.8
Charlotte,2020-02-16 0:00,Conventional ,1.09,323782.36,117530.59,45433.28,2035.01,158783.48,119115.84,39658.75,8.89
Chicago,2020-02-16 0:00,Conventional ,1.2,713673.83,87767.03,188977.54,21696.19,415233.07,193806.79,221296.99,129.29
Cincinnati/Dayton,2020-02-16 0:00,Conventional ,1.01,279529.1,56829.28,10742.3,16406.25,195551.27,173358.72,19374.78,2817.77
Columbus,2020-02-16 0:00,Conventional ,0.98,201903.66,57580.52,11388.88,1724.39,131209.87,107201.3,23673.99,334.58
Dallas/Ft. Worth,2020-02-16 0:00,Conventional ,0.73,1660163.44,704238.51,143654.29,12054.5,800216.14,461310.14,338580.48,325.52
Denver,2020-02-16 0:00,Conventional ,1.13,940026.13,200253.76,126120.84,3016.72,610634.81,232465.14,364674.24,13495.43
Detroit,2020-02-16 0:00,Conventional ,1.06,443582.22,85101.27,36739.46,35728.57,286012.92,256772.24,24329.61,4911.07
Grand Rapids,2020-02-16 0:00,Conventional ,1.42,153339.65,6499.32,62201.2,41048.58,43590.55,28469.44,7161.94,7959.17
Great Lakes,2020-02-16 0:00,Conventional ,1.08,3698254.13,736441.84,611498.37,193851.52,2156462.4,1519679.3,601295.51,35487.59
Harrisburg/Scranton,2020-02-16 0:00,Conventional ,1.03,381911.91,80585.27,173953.33,135.82,127237.49,104597.43,18641.59,3998.47
Hartford/Springfield,2020-02-16 0:00,Conventional ,1.43,345687.55,8662.15,259350.48,302.51,77372.41,57651.34,17073.29,2647.78
Houston,2020-02-16 0:00,Conventional ,0.7,1317948.42,546670.39,171862.59,1092.79,598322.65,265081.73,323340.93,9899.99
Indianapolis,2020-02-16 0:00,Conventional ,0.98,220644.81,63198.62,26563.55,3046.82,127835.82,120820.31,6485.14,530.37
Jacksonville,2020-02-16 0:00,Conventional ,1,242995.59,95836.03,8769.73,186.75,138203.08,47608.47,90587.94,6.67
Las Vegas,2020-02-16 0:00,Conventional ,0.96,413785.01,76579.48,54033.95,46.98,283124.6,67352.34,214182.26,1590
Los Angeles,2020-02-16 0:00,Conventional ,1.14,2835062.56,860317.9,61977.28,117118.74,1795648.64,961689.31,558228.77,275730.56
Louisville,2020-02-16 0:00,Conventional ,0.97,121175.95,37249.79,11274.02,60.45,72591.69,47073.64,25501.39,16.66
Miami/Ft. Lauderdale,2020-02-16 0:00,Conventional ,1.01,1068544.17,406230.68,35261.82,356.08,626695.59,171939.11,454753.25,3.23
Midsouth,2020-02-16 0:00,Conventional ,1.07,4011493.92,1146947.13,854183.62,12161.86,1998201.31,1360340.67,616554.94,21305.7
Nashville,2020-02-16 0:00,Conventional ,0.85,283345.8,106897.27,8101.51,39.95,168307.07,136973.91,31287.59,45.57
New Orleans/Mobile,2020-02-16 0:00,Conventional ,0.85,349225.49,174098.39,16639.84,10,158477.26,105706.74,45023.86,7746.66
New York,2020-02-16 0:00,Conventional ,1.42,1686830.22,45411.63,933931.3,3248.72,704238.57,515026.46,181003.92,8208.19
Northeast,2020-02-16 0:00,Conventional ,1.3,5056925.02,297396.27,2923539.33,5656.32,1830333.1,1266756.17,523575.72,40001.21
Northern New England,2020-02-16 0:00,Conventional ,1.26,500748.91,10459.84,393255.65,175.82,96857.6,32188.37,60645.9,4023.33
Orlando,2020-02-16 0:00,Conventional ,0.99,586371.74,235513.46,15660.18,58,335140.1,121794.71,213342.29,3.1
Philadelphia,2020-02-16 0:00,Conventional ,1.22,553513.46,29715.66,280223,351.34,243223.46,190354.43,47785.38,5083.65
Phoenix/Tucson,2020-02-16 0:00,Conventional ,0.7,1636874.33,602670.22,260006,3464.62,770733.49,196298.56,565964.93,8470
Pittsburgh,2020-02-16 0:00,Conventional ,1.25,110686.83,39243.21,6405.34,255.81,64782.47,29439.98,35342.49,0
Plains,2020-02-16 0:00,Conventional ,1.05,2116546.15,908099.78,416826.08,2078.95,789541.34,541402.03,192471.97,55667.34
Portland,2020-02-16 0:00,Conventional ,1.21,660385.88,87963,81026.25,4000.86,487395.77,250941.02,224341.59,12113.16
Raleigh/Greensboro,2020-02-16 0:00,Conventional ,1.07,411222.66,155241.72,55686.73,2325.8,197968.41,122913.84,75016.19,38.38
Richmond/Norfolk,2020-02-16 0:00,Conventional ,0.91,358809.52,93041.48,73461.47,583.02,191723.55,133033.13,52614.51,6075.91
Roanoke,2020-02-16 0:00,Conventional ,0.92,211300.79,60657.47,28673.06,42.15,121928.11,80888.92,39459.19,1580
Sacramento,2020-02-16 0:00,Conventional ,1.13,566935.86,144487.52,215003.18,2587.84,204857.32,89167.96,111436.77,4252.59
San Diego,2020-02-16 0:00,Conventional ,1.17,512625.22,99847.43,22427.47,7565.96,382784.36,184540,193804.17,4440.19
San Francisco,2020-02-16 0:00,Conventional ,1.01,1173570.81,212947.66,330682.23,6634.78,623306.14,115907.64,502189.56,5208.94
Seattle,2020-02-16 0:00,Conventional ,1.44,570294.63,84581.82,69826.87,305.78,415580.16,186889.89,228253,437.27
South Carolina,2020-02-16 0:00,Conventional ,1,509177.09,206605.38,45656.82,889.71,256025.18,169554.47,86451.82,18.89
South Central,2020-02-16 0:00,Conventional ,0.76,7424905.96,3219913.95,716713.07,111217.77,3377061.17,1913148.64,1378495.27,85417.26
Southeast,2020-02-16 0:00,Conventional ,0.96,5720106.52,2310886.91,260345.54,2438.43,3146435.64,1431382.77,1708224.26,6828.61
Spokane,2020-02-16 0:00,Conventional ,1.23,107805.7,20985.73,9520.7,97.05,77202.22,44652.41,32440.87,108.94
St. Louis,2020-02-16 0:00,Conventional ,1.22,177317.6,73793.38,10540.01,166.46,92817.75,77635.19,4536.75,10645.81
Syracuse,2020-02-16 0:00,Conventional ,1.17,79909.48,3238.72,41880.65,14.17,34775.94,24371.64,8594.3,1810
Tampa,2020-02-16 0:00,Conventional ,0.91,644775.9,232219.83,18128.53,335.44,394092.1,124184.89,269894.88,12.33
Total U.S.,2020-02-16 0:00,Conventional ,1.02,42730997.99,12495822.19,7867289.2,521606.52,21846280.08,11583695.32,9598983.4,663601.36
West,2020-02-16 0:00,Conventional ,0.99,8004849,2130640.86,1025031.37,42704.75,4806472.02,1929347.42,2782821.75,94302.85
West Tex/New Mexico,2020-02-16 0:00,Conventional ,0.84,996275.47,433242.03,65211.57,62939.27,434882.6,235217.77,193825.44,5839.39
Albany,2020-02-16 0:00,Organic,1.5,2831.99,32.19,299.07,0,2500.73,1132.02,1368.71,0
Atlanta,2020-02-16 0:00,Organic,1.1,29847.79,97.17,3050.14,0,26700.48,20963.37,5737.11,0
Baltimore/Washington,2020-02-16 0:00,Organic,1.2,52711.3,204.05,3197.58,5.33,49304.34,48684.55,619.79,0
Boise,2020-02-16 0:00,Organic,1.64,4378.11,0,587.9,0,3790.21,1281.44,2502.74,6.03
Boston,2020-02-16 0:00,Organic,1.77,24494.31,120.88,1464.85,0,22908.58,18007.37,4901.21,0
Buffalo/Rochester,2020-02-16 0:00,Organic,1.44,11037.36,337.52,250.11,0,10449.73,2643.2,7806.53,0
California,2020-02-16 0:00,Organic,1.74,315892.78,28246.45,17057.69,1.63,270587.01,252579.76,18007.25,0
Charlotte,2020-02-16 0:00,Organic,1.59,14271.31,124.29,3320.44,68.68,10757.9,3745,7012.9,0
Chicago,2020-02-16 0:00,Organic,1.48,67075.1,1141.4,6243.68,0,59690.02,58753.63,936.39,0
Cincinnati/Dayton,2020-02-16 0:00,Organic,1.21,16405.09,88.75,2010.81,0,14305.53,10716.44,3589.09,0
Columbus,2020-02-16 0:00,Organic,1.02,26771.29,365.81,816.36,0,25589.12,22815.76,2773.36,0
Dallas/Ft. Worth,2020-02-16 0:00,Organic,1.25,37490.4,4236.51,53.51,330.65,32869.73,20313.06,12556.67,0
Denver,2020-02-16 0:00,Organic,1.66,33742.79,3071.22,1167.73,2.4,29501.44,29292.41,209.03,0
Detroit,2020-02-16 0:00,Organic,1.09,30452.36,359.23,1674.04,0,28419.09,25457.32,2961.77,0
Grand Rapids,2020-02-16 0:00,Organic,1.22,6802.77,52.88,826.57,0,5923.32,5918.53,4.79,0
Great Lakes,2020-02-16 0:00,Organic,1.21,264315.88,4680.18,16997.26,7.82,242505.86,222607.13,19898.73,0
Harrisburg/Scranton,2020-02-16 0:00,Organic,1.04,20809.98,415.28,421.08,0,19973.62,19781.63,191.99,0
Hartford/Springfield,2020-02-16 0:00,Organic,2.07,10348.85,199.79,4969.53,0,5179.53,5174.84,4.69,0
Houston,2020-02-16 0:00,Organic,1.46,17429.88,3120.73,32.91,0,14276.24,14276.24,0,0
Indianapolis,2020-02-16 0:00,Organic,1.12,11603.15,195.04,713.45,0,10694.66,8943.25,1751.41,0
Jacksonville,2020-02-16 0:00,Organic,1.21,4025.43,24.18,251.22,0,3750.03,3745.55,4.48,0
Las Vegas,2020-02-16 0:00,Organic,1.52,10762.63,1020.06,442.07,0,9300.5,7967.26,1333.24,0
Los Angeles,2020-02-16 0:00,Organic,1.58,137579.08,12627.7,1950.48,1.64,122999.26,111807.22,11192.04,0
Louisville,2020-02-16 0:00,Organic,0.95,9627.89,6.06,728,0,8893.83,7024.35,1869.48,0
Miami/Ft. Lauderdale,2020-02-16 0:00,Organic,1.16,11991.18,511.18,0,0,11480,11480,0,0
Midsouth,2020-02-16 0:00,Organic,1.31,224120.49,2576.43,24438.93,419.21,196685.92,161047.35,35638.57,0
Nashville,2020-02-16 0:00,Organic,1.16,18551.58,17.65,1373.4,0,17160.53,8718.29,8442.24,0
New Orleans/Mobile,2020-02-16 0:00,Organic,1.17,4149.35,180.45,1,0,3967.9,3967.9,0,0
New York,2020-02-16 0:00,Organic,1.69,73108.12,10611.27,9052.01,632.49,52812.35,49033,3777.35,2
Northeast,2020-02-16 0:00,Organic,1.54,244926.53,17120.34,22620.48,554.85,204630.86,162738.88,41890.23,1.75
Northern New England,2020-02-16 0:00,Organic,1.59,25187.04,38.76,716.09,0,24432.19,12454.3,11977.89,0
Orlando,2020-02-16 0:00,Organic,1.13,10033.87,84.98,0,0,9948.89,9948.89,0,0
Philadelphia,2020-02-16 0:00,Organic,1.46,28225.43,1660.22,3159.74,0,23405.47,20384.23,3021.24,0
Phoenix/Tucson,2020-02-16 0:00,Organic,1.45,23743.9,3071.59,1013.81,0,19658.5,16838.54,2819.96,0
Pittsburgh,2020-02-16 0:00,Organic,1.14,17839.59,1479.01,14.92,0,16345.66,16345.66,0,0
Plains,2020-02-16 0:00,Organic,1.26,60684.2,4431.52,3874.12,0,52378.56,46002.68,6375.88,0
Portland,2020-02-16 0:00,Organic,1.81,43391.05,118.89,6821.83,0,36450.33,14499.12,21947.32,3.89
Raleigh/Greensboro,2020-02-16 0:00,Organic,1.83,17601.98,993.29,2885.9,186.85,13535.94,11752.98,1782.96,0
Richmond/Norfolk,2020-02-16 0:00,Organic,1.44,15755.67,16.64,1394.75,21.29,14322.99,13074.93,1248.06,0
Roanoke,2020-02-16 0:00,Organic,1.07,12926.94,11.53,1291.88,0,11623.53,9144.67,2478.86,0
Sacramento,2020-02-16 0:00,Organic,1.79,17858.11,2162.97,2375.44,0,13319.7,13302.39,17.31,0
San Diego,2020-02-16 0:00,Organic,1.61,31403.9,836.62,1034.59,0,29532.69,26813.03,2719.66,0
San Francisco,2020-02-16 0:00,Organic,2.07,62205.75,6872.29,5683.01,0,49650.45,49546.97,103.48,0
Seattle,2020-02-16 0:00,Organic,1.49,91931.99,238.39,13444.72,2.68,78246.2,10315.02,67931.18,0
South Carolina,2020-02-16 0:00,Organic,1.52,18796.53,464.08,3028.68,79.17,15224.6,5305.05,9919.55,0
South Central,2020-02-16 0:00,Organic,1.25,156634.11,14733.01,1845.39,2987.43,137068.28,106912.54,30155.74,0
Southeast,2020-02-16 0:00,Organic,1.19,138225.74,1677.29,9990.98,83.42,126474.05,103560.2,22913.85,0
Spokane,2020-02-16 0:00,Organic,1.82,5762.91,17.25,765.61,0,4980.05,2727.54,2252.51,0
St. Louis,2020-02-16 0:00,Organic,1.79,4634.25,1077.27,822.54,0,2734.44,2734.44,0,0
Syracuse,2020-02-16 0:00,Organic,1.45,3824.42,135.39,153.53,0,3535.5,1158.1,2377.4,0
Tampa,2020-02-16 0:00,Organic,1.15,9532.04,159.6,0,0,9372.44,9372.44,0,0
Total U.S.,2020-02-16 0:00,Organic,1.44,1732031.05,87183.78,127566.95,4814.6,1512340.96,1216659.79,295664.17,17
West,2020-02-16 0:00,Organic,1.6,327231.33,13718.55,30742.1,760.25,282010.43,161211.27,120783.91,15.25
West Tex/New Mexico,2020-02-16 0:00,Organic,1.4,23521.6,1015.18,506.34,1948.29,20051.79,17795.91,2255.88,0
Albany,2020-02-23 0:00,Conventional ,1.27,137400.43,4595.03,108727.95,123.45,23954,10464.84,11904.72,1584.44
Atlanta,2020-02-23 0:00,Conventional ,0.92,739776.91,325105.51,35129.69,88.03,379453.68,312524.97,66903.63,25.08
Baltimore/Washington,2020-02-23 0:00,Conventional ,1.31,971156.57,122418.49,436182.38,2127.36,410428.34,254683.56,151608.12,4136.66
Boise,2020-02-23 0:00,Conventional ,1,140135.72,40579.74,6573.85,1274.04,91708.09,52155.7,27723.6,11828.79
Boston,2020-02-23 0:00,Conventional ,1.31,741423.57,20153.02,440355.31,858.24,280057,152839.78,125047.22,2170
Buffalo/Rochester,2020-02-23 0:00,Conventional ,1.14,176173.75,11596.24,65284.89,30,99262.62,79815.33,16555.07,2892.22
California,2020-02-23 0:00,Conventional ,1.1,7583526.37,1941571.88,842197.74,162816.05,4636940.7,2828626.54,1526732.97,281581.19
Charlotte,2020-02-23 0:00,Conventional ,1.1,339522.04,144429.81,57425.31,2714.16,134952.76,99857.86,35069.25,25.65
Chicago,2020-02-23 0:00,Conventional ,1.33,699283.03,88318.79,197881.81,31871.22,381211.21,148107.01,232948.51,155.69
Cincinnati/Dayton,2020-02-23 0:00,Conventional ,1.03,316744.15,69447,29913.42,7220.2,210163.53,189468.21,19107.54,1587.78
Columbus,2020-02-23 0:00,Conventional ,0.95,228210.17,61318.96,28146.81,2139.06,136605.34,113304.61,23050.4,250.33
Dallas/Ft. Worth,2020-02-23 0:00,Conventional ,0.74,1693283.99,736577.13,173493.38,9532.51,773680.97,452455.14,320795.74,430.09
Denver,2020-02-23 0:00,Conventional ,1.1,1054022.18,195544.82,128870.6,3002.06,726604.7,275557.57,440497.85,10549.28
Detroit,2020-02-23 0:00,Conventional ,0.86,631269.19,110893.01,72463.14,105294.76,342618.28,308103.53,22897.73,11617.02
Grand Rapids,2020-02-23 0:00,Conventional ,1.41,199948.45,6581.16,68714.94,73429.4,51222.95,29292.14,6616.27,15314.54
Great Lakes,2020-02-23 0:00,Conventional ,1.04,4361002.54,842042.02,814215.69,378105.23,2326639.6,1622535.85,641157.7,62946.05
Harrisburg/Scranton,2020-02-23 0:00,Conventional ,1.11,352589.3,74291.7,153392.51,268.05,124637.04,99645.26,21075.12,3916.66
Hartford/Springfield,2020-02-23 0:00,Conventional ,1.42,348730.58,10208.22,250785,330.41,87406.95,62089.63,23571.77,1745.55
Houston,2020-02-23 0:00,Conventional ,0.7,1486884.53,567594.46,210551.98,1171.1,707566.99,182347.36,515716.3,9503.33
Indianapolis,2020-02-23 0:00,Conventional ,0.86,268717.73,76561.66,47016.9,3782.34,141356.83,132733.09,6962.82,1660.92
Jacksonville,2020-02-23 0:00,Conventional ,1.02,237364.01,93978.41,7942.45,233.38,135209.77,46151.22,89048.55,10
Las Vegas,2020-02-23 0:00,Conventional ,0.85,403049.63,58008,50785.95,81.15,294174.53,70039.39,223865.76,269.38
Los Angeles,2020-02-23 0:00,Conventional ,0.98,3747775.07,978437.83,60012.12,131080.46,2578244.66,1667212.93,665498.66,245533.07
Louisville,2020-02-23 0:00,Conventional ,0.91,134478.23,39081.03,15136.63,143.73,80116.84,61406.06,18694.04,16.74
Miami/Ft. Lauderdale,2020-02-23 0:00,Conventional ,1.05,1013154.96,428469.89,35881.47,450.09,548353.51,152341.94,395994.9,16.67
Midsouth,2020-02-23 0:00,Conventional ,1.06,4184513.76,1323529.13,921808.53,12508.63,1926667.47,1369637.26,538371.64,18658.57
Nashville,2020-02-23 0:00,Conventional ,0.84,307392.93,117904.67,7744.98,17.69,181725.59,153611.88,28032.78,80.93
New Orleans/Mobile,2020-02-23 0:00,Conventional ,0.94,301006.74,148983.85,9143.65,11,142868.24,93398.53,42396.38,7073.33
New York,2020-02-23 0:00,Conventional ,1.29,1519918.52,47798.43,625294.95,4138.99,842686.15,515006.03,319982.58,7697.54
Northeast,2020-02-23 0:00,Conventional ,1.25,5029018.34,304272.2,2582053.67,7086.06,2135606.41,1323137.29,776786.26,35682.86
Northern New England,2020-02-23 0:00,Conventional ,1.19,598681.96,12277.93,443292.69,157.3,142954.04,41758.14,98402.57,2793.33
Orlando,2020-02-23 0:00,Conventional ,1.01,578904.85,219485.86,13960.19,83.19,345375.61,137147.23,208218.38,10
Philadelphia,2020-02-23 0:00,Conventional ,1.18,475268.67,29388.99,206045.18,432.24,239402.26,175209.23,59378.59,4814.44
Phoenix/Tucson,2020-02-23 0:00,Conventional ,0.67,1547087.17,469399.26,233420.12,4148.68,840119.11,207999.46,631094.77,1024.88
Pittsburgh,2020-02-23 0:00,Conventional ,1.26,119223.93,41200.67,7258.95,261.02,70503.29,31956.16,38547.13,0
Plains,2020-02-23 0:00,Conventional ,1.04,2254926.87,938824.59,483873.55,2545.25,829683.48,624155.41,147789.45,57738.62
Portland,2020-02-23 0:00,Conventional ,1.02,897227.15,75040.87,119947.32,2286.73,699952.23,384599.53,297887.37,17465.33
Raleigh/Greensboro,2020-02-23 0:00,Conventional ,1.08,438975.4,188771.05,72200.88,2932.76,175070.71,102435.52,72631.86,3.33
Richmond/Norfolk,2020-02-23 0:00,Conventional ,0.89,361827.36,116719.29,66572.49,791.24,177744.34,137784.31,34663.47,5296.56
Roanoke,2020-02-23 0:00,Conventional ,0.91,210979.64,70247.73,25298.16,73.53,115360.22,79345.52,34693.99,1320.71
Sacramento,2020-02-23 0:00,Conventional ,1.31,509140.32,161031.09,171833.78,1454.59,174820.86,106290.48,67728.16,802.22
San Diego,2020-02-23 0:00,Conventional ,0.94,807001.48,114073.39,21421.55,9526.66,661979.88,428742.81,227276.92,5960.15
San Francisco,2020-02-23 0:00,Conventional ,1.49,899133.18,228355.64,234499.28,3794.48,432483.78,164487.81,265885.46,2110.51
Seattle,2020-02-23 0:00,Conventional ,1.31,645809.33,82607.79,92127.91,242.59,470831.04,174406.81,295761.9,662.33
South Carolina,2020-02-23 0:00,Conventional ,1,512651.79,226394.67,47041.1,1003.42,238212.6,169119.14,69064.83,28.63
South Central,2020-02-23 0:00,Conventional ,0.78,7559441.52,3119620.26,868623.68,84432.55,3486765.03,1785539.19,1615775.25,85450.59
Southeast,2020-02-23 0:00,Conventional ,0.99,5600716.01,2394018.09,236900.55,2806.45,2966990.92,1453101.74,1507105.41,6783.77
Spokane,2020-02-23 0:00,Conventional ,1.14,120926.71,20639.93,13937.26,29.78,86319.74,35890.33,50302.08,127.33
St. Louis,2020-02-23 0:00,Conventional ,1.25,187602.81,78880.84,11300.3,184.07,97237.6,84272.58,1540.38,11424.64
Syracuse,2020-02-23 0:00,Conventional ,1.21,92988.98,3598.48,48640.36,10.79,40739.35,30280,8774.91,1684.44
Tampa,2020-02-23 0:00,Conventional ,0.97,634028.4,234894.8,20264.99,336.69,378531.92,111673.37,266848.55,10
Total U.S.,2020-02-23 0:00,Conventional ,1.01,45009239.58,12700928.54,7811581.19,685823.58,23810906.27,13227463.27,9952406.07,631036.93
West,2020-02-23 0:00,Conventional ,0.95,8436094.08,1837050.37,1061907.77,35523.38,5501612.56,2220729.96,3198687.31,82195.29
West Tex/New Mexico,2020-02-23 0:00,Conventional ,0.85,944378.31,372868.93,86089.28,46450.94,438969.16,246123.67,191861.8,983.69
Albany,2020-02-23 0:00,Organic,1.5,2755.25,34.59,294.91,0,2425.75,1177.58,1248.17,0
Atlanta,2020-02-23 0:00,Organic,1.3,27860.42,103.26,3287.22,0,24469.94,15780.07,8689.87,0
Baltimore/Washington,2020-02-23 0:00,Organic,1.28,49781.47,213.56,3447.9,14.56,46105.45,45890.73,214.72,0
Boise,2020-02-23 0:00,Organic,1.66,4378.32,0,585.22,0,3793.1,1564.31,2228.79,0
Boston,2020-02-23 0:00,Organic,1.65,26087.89,137.35,1731.78,0,24218.76,19056.32,5162.44,0
Buffalo/Rochester,2020-02-23 0:00,Organic,1.1,16699.79,358.97,168.78,0,16172.04,9948.46,6223.58,0
California,2020-02-23 0:00,Organic,1.71,330011.38,33757.95,25311.99,1.63,270939.81,251455.37,19484.44,0
Charlotte,2020-02-23 0:00,Organic,1.51,15863.61,191.81,3384.93,53.37,12233.5,4048.54,8184.96,0
Chicago,2020-02-23 0:00,Organic,1.48,43078.54,795.28,5030.26,0,37253,36820.88,432.12,0
Cincinnati/Dayton,2020-02-23 0:00,Organic,1.06,31825.49,98.3,2069.23,0,29657.96,26182.96,3475,0
Columbus,2020-02-23 0:00,Organic,1.02,33227.01,504.35,779.97,0,31942.69,28737.94,3204.75,0
Dallas/Ft. Worth,2020-02-23 0:00,Organic,1.26,35129.45,929.67,167.59,1004.75,33027.44,23229.38,9798.06,0
Denver,2020-02-23 0:00,Organic,1.57,35935.81,3010.33,1247.84,0,31677.64,31559.89,117.75,0
Detroit,2020-02-23 0:00,Organic,0.85,50360.72,362.77,1916.1,0,48073.01,45002.45,3070.56,0
Grand Rapids,2020-02-23 0:00,Organic,1.2,9106.98,137.05,917.5,0,8052.43,8052.43,0,0
Great Lakes,2020-02-23 0:00,Organic,1.04,364393.92,5917.77,18432.77,6.26,339988.16,315204.97,24783.19,0
Harrisburg/Scranton,2020-02-23 0:00,Organic,1,19605.94,410.4,356.55,0,18838.99,18834.14,4.85,0
Hartford/Springfield,2020-02-23 0:00,Organic,2.11,11071.26,291.28,5750.24,0,5029.74,4989.08,40.66,0
Houston,2020-02-23 0:00,Organic,1.37,16004.69,283.86,29.36,0,15691.47,15691.47,0,0
Indianapolis,2020-02-23 0:00,Organic,0.84,31427.88,191.78,907.83,0,30328.27,26449.87,3878.4,0
Jacksonville,2020-02-23 0:00,Organic,1.2,4239.28,32.28,220.57,0,3986.43,3972.98,13.45,0
