region,Date,type,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags
Louisville,2018-05-20 0:00,Conventional,1.07,116659.32,29576.9,22810.66,267.04,64004.72,42116.02,20905.37,983.33
Miami/Ft. Lauderdale,2018-05-20 0:00,Conventional,1.1,959734.11,649004.13,69665.23,2203.76,238860.99,111724.25,127026.74,110
Midsouth,2018-05-20 0:00,Conventional,1.13,4049413.9,1082208.48,1466770.88,34478.05,1465956.49,1223487.4,229220.2,13248.89
Nashville,2018-05-20 0:00,Conventional,0.95,297500.2,136353.75,12390.54,864.45,147891.46,111812.76,33554.26,2524.44
New Orleans/Mobile,2018-05-20 0:00,Conventional,0.95,364732.72,218239.46,21801.83,2557,122134.43,101735.91,20035.19,363.33
New York,2018-05-20 0:00,Conventional,1.31,1889083.21,74307.97,1141765.73,786.08,672223.43,633568.75,34544.54,4110.14
Northeast,2018-05-20 0:00,Conventional,1.25,5601182.31,453103.98,3462615.35,6313.27,1679149.71,1331769.48,327785.01,19595.22
Northern New England,2018-05-20 0:00,Conventional,1.07,558212.11,51785.31,440950.97,730.12,64745.71,33655.73,29785.54,1304.44
Orlando,2018-05-20 0:00,Conventional,1.09,574100.57,368897.34,32142.48,2021.15,171039.6,88818.19,82094.74,126.67
Philadelphia,2018-05-20 0:00,Conventional,1.27,562547.36,46684.37,288654.28,785.95,226422.76,193990.25,29482.65,2949.86
Phoenix/Tucson,2018-05-20 0:00,Conventional,0.76,1285352.41,617748.87,235263.73,12468.33,419871.48,224747.68,189913.8,5210
Pittsburgh,2018-05-20 0:00,Conventional,1.27,140907.28,38657.36,20193.57,1782.2,80274.15,39120.19,41153.96,0
Plains,2018-05-20 0:00,Conventional,1.1,2335948.49,924108.32,659720.09,12914.81,739205.27,669787.57,68451.1,966.6
Portland,2018-05-20 0:00,Conventional,0.88,987854.18,85630.29,398717.9,17295.15,486210.84,119696.35,365652.96,861.53
Raleigh/Greensboro,2018-05-20 0:00,Conventional,1.12,421526.27,139167.14,129933.22,7335.37,145090.54,130423.18,14667.36,0
Richmond/Norfolk,2018-05-20 0:00,Conventional,0.87,378680.21,88914.78,153086.49,2584.31,134094.63,110047.31,23813.99,233.33
Roanoke,2018-05-20 0:00,Conventional,0.95,200047.25,49108.45,55506.65,458,94974.15,74244.29,20156.53,573.33
Sacramento,2018-05-20 0:00,Conventional,1.32,495650.7,162350.96,259352.64,800.63,73146.47,65525.82,2189.95,5430.7
San Diego,2018-05-20 0:00,Conventional,0.99,511700.87,150668.15,192479.96,20767.64,147785.12,138110.78,7106.56,2567.78
San Francisco,2018-05-20 0:00,Conventional,1.43,791906.17,233520.4,433028.36,1668.36,123689.05,119284.42,809.37,3595.26
Seattle,2018-05-20 0:00,Conventional,1.04,856479.04,168971.07,261462.49,1426.69,424618.79,126131.24,297611.52,876.03
South Carolina,2018-05-20 0:00,Conventional,1.03,530419.8,249523.11,79744.11,4282.22,196870.36,136527.43,56984.04,3358.89
South Central,2018-05-20 0:00,Conventional,0.69,8849426.91,4322688.97,988425.98,35137.65,3503174.31,2691461.21,750365.83,61347.27
Southeast,2018-05-20 0:00,Conventional,1.05,5571363.28,3241392.21,401335.68,20018.91,1908616.48,1131644.87,766072.72,10898.89
Spokane,2018-05-20 0:00,Conventional,0.91,150147.2,31602.42,49416.39,1357.42,67770.97,19109.65,48562.29,99.03
St. Louis,2018-05-20 0:00,Conventional,1.19,206448.8,102435.22,10198.4,601.72,93213.46,69965.35,22998.91,249.2
Syracuse,2018-05-20 0:00,Conventional,1.25,98927.43,10523.24,51050.9,173.77,37179.52,10744.66,26434.86,0
Tampa,2018-05-20 0:00,Conventional,1.09,635027.1,409567.37,45449.86,1504.79,178505.08,88087.77,90260.64,156.67
West,2018-05-20 0:00,Conventional,0.95,8037228.62,2466176.42,2002340.96,126496.07,3442215.17,1328899.38,2096922.86,16392.93
West Tex/New Mexico,2018-05-20 0:00,Conventional,0.82,1016802.97,561776.76,162275.81,13301.9,279448.5,166318.97,110933.29,2196.24
Total U.S.,2018-05-27 0:00,Conventional,1.03,47105314.28,15644843.58,13548819.31,793658.51,17117992.88,11620663.52,5229855.39,267473.97
Albany,2018-05-27 0:00,Conventional,1.09,153603.62,19820.73,105093,116.94,28572.95,23571.94,4589.9,411.11
Atlanta,2018-05-27 0:00,Conventional,0.98,725611.79,338127.05,39315.21,2402.71,345766.82,228908.44,115043.93,1814.45
Baltimore/Washington,2018-05-27 0:00,Conventional,1.23,1109468.71,111335.31,735347.29,6803.09,255983.02,244903.92,10992.43,86.67
Boise,2018-05-27 0:00,Conventional,1.07,123206.6,45041.81,7072.66,10675.04,60417.09,25011.26,35296,109.83
Boston,2018-05-27 0:00,Conventional,1.09,1009164.35,34601.69,843649.93,1529.55,129383.18,95401.72,32165.9,1815.56
Buffalo/Rochester,2018-05-27 0:00,Conventional,1.18,206853.82,18639.95,95843.12,137.59,92233.16,17471.5,74082.77,678.89
California,2018-05-27 0:00,Conventional,1.15,6508694.8,2262725.96,1862170.67,137705.2,2246092.97,1884065.18,270851.15,91176.64
Charlotte,2018-05-27 0:00,Conventional,1.27,303101.69,96205.37,87451.7,8466.54,110978.08,95460.82,15517.26,0
Chicago,2018-05-27 0:00,Conventional,1.19,926110.32,101845.42,526054.59,150457.56,147752.75,126472.03,19803.03,1477.69
Cincinnati/Dayton,2018-05-27 0:00,Conventional,1.12,306634.72,65255.22,26542.04,14080.42,200757.04,177146,23580.98,30.06
Columbus,2018-05-27 0:00,Conventional,1.04,223058.12,55920.7,23837.75,4193.56,139106.11,102204.45,36882.5,19.16
Dallas/Ft. Worth,2018-05-27 0:00,Conventional,0.72,1794629.69,867414.33,336699.97,8309.82,582205.57,258038.8,306549.87,17616.9
Denver,2018-05-27 0:00,Conventional,1.16,861003.62,194493.35,179422.34,20945.81,466142.12,169560.93,296576,5.19
Detroit,2018-05-27 0:00,Conventional,1.14,459068.42,94551.86,52643.51,48164.95,263708.1,216853.93,37663.32,9190.85
Grand Rapids,2018-05-27 0:00,Conventional,1.57,187668,3447.12,69158.23,49961.1,65101.55,46597.38,5854.62,12649.55
Great Lakes,2018-05-27 0:00,Conventional,1.18,4223314.84,769914.74,1155412.49,389102.77,1908884.84,1487473.36,372837.71,48573.77
Harrisburg/Scranton,2018-05-27 0:00,Conventional,1.14,382698.14,84029.77,175005.89,660.6,123001.88,108558.86,11941.91,2501.11
Hartford/Springfield,2018-05-27 0:00,Conventional,1.15,524127.03,23900.56,419380.59,528.62,80317.26,77299.83,1297.43,1720
Houston,2018-05-27 0:00,Conventional,0.53,2295180.38,1074686.61,190364.58,4470.3,1025658.89,791729.6,233389.29,540
Indianapolis,2018-05-27 0:00,Conventional,1.17,221200.67,41092.66,43314.96,6590.56,130202.49,110793.85,17341.73,2066.91
Jacksonville,2018-05-27 0:00,Conventional,1.06,239882.41,134465.26,12222.93,794.36,92399.86,41430.63,50852.56,116.67
Las Vegas,2018-05-27 0:00,Conventional,1.1,399933.37,90873.14,117904.94,7982.44,183172.85,75585.51,106887.34,700
Los Angeles,2018-05-27 0:00,Conventional,1.02,3184339.1,1240830.21,387388.36,89543.17,1466577.36,1248494.73,154495.44,63587.19
Louisville,2018-05-27 0:00,Conventional,1.09,124447.82,31121.43,23905.57,329.65,69091.17,44132.59,23640.13,1318.45
Miami/Ft. Lauderdale,2018-05-27 0:00,Conventional,1.32,779621.25,518599.72,51296,2601.76,207123.77,113143.45,93883.65,96.67
Midsouth,2018-05-27 0:00,Conventional,1.16,4204402.97,1098253.31,1518151.66,40746.33,1547251.67,1282568.87,252024.19,12658.61
Nashville,2018-05-27 0:00,Conventional,0.99,291903,126232.69,10236.33,1026.96,154407.02,118368.26,33394.32,2644.44
New Orleans/Mobile,2018-05-27 0:00,Conventional,0.97,388043.1,231420.86,25851.6,3358,127412.64,110392.5,16630.14,390
New York,2018-05-27 0:00,Conventional,1.14,2722373.67,85747.38,1736644.11,1029.23,898952.95,870390.76,24414.41,4147.78
Northeast,2018-05-27 0:00,Conventional,1.14,7156855.33,497485.26,4678193.39,8695.99,1972480.69,1625097.84,329115.07,18267.78
Northern New England,2018-05-27 0:00,Conventional,1.02,677990.67,51707.94,548577.49,1428.03,76277.21,39273.1,35896.34,1107.77
Orlando,2018-05-27 0:00,Conventional,1.2,499870.34,322042.8,27235.91,2251.1,148340.53,88617.06,59556.8,166.67
Philadelphia,2018-05-27 0:00,Conventional,1.24,631489.69,56181.66,339227.39,911.1,235169.54,202160.22,30271.54,2737.78
Phoenix/Tucson,2018-05-27 0:00,Conventional,0.74,1417122.81,619292.64,311278.73,14122.66,472428.78,236394.71,230762.96,5271.11
Pittsburgh,2018-05-27 0:00,Conventional,1.29,148549.49,41369.86,21514.95,1769.59,83895.09,40226.37,43662.05,6.67
Plains,2018-05-27 0:00,Conventional,0.97,2842911.62,1365704.54,667401.78,10589.36,799215.94,725526.79,65803.72,7885.43
Portland,2018-05-27 0:00,Conventional,1.01,878791.82,75344.5,322232.78,20214.32,461000.22,110167.9,349649.06,1183.26
Raleigh/Greensboro,2018-05-27 0:00,Conventional,1.22,400836.13,144444.44,103440.91,7664.6,145286.18,128026.75,17258.32,1.11
Richmond/Norfolk,2018-05-27 0:00,Conventional,1.11,343527.59,76849.98,108921.64,3198.39,154557.58,126575.71,27688.54,293.33
Roanoke,2018-05-27 0:00,Conventional,1.07,202537.77,53982.99,41544.8,581.15,106428.83,81458.23,24368.38,602.22
Sacramento,2018-05-27 0:00,Conventional,1.33,528364.19,166484.83,278421.43,753.04,82704.89,75557.59,1683.89,5463.41
San Diego,2018-05-27 0:00,Conventional,1.06,568411.59,152309.98,154367.53,24932.46,236801.62,157080.98,77132.87,2587.77
San Francisco,2018-05-27 0:00,Conventional,1.43,809183.25,216818.7,434563.82,1585.01,156215.72,152745.63,195.73,3274.36
Seattle,2018-05-27 0:00,Conventional,1.18,713336.75,112317.74,206007.3,1347.96,393663.75,105939.89,286801.32,922.54
South Carolina,2018-05-27 0:00,Conventional,1.09,523531.77,248554.47,73363.34,5734.86,195879.1,139229.31,53885.35,2764.44
South Central,2018-05-27 0:00,Conventional,0.7,9157655.54,4413960.21,1335069.02,40913.69,3367712.62,2188143.52,1117333.57,62235.53
Southeast,2018-05-27 0:00,Conventional,1.14,5101163.5,2925327.55,353196.74,25022.12,1797617.09,1139404.29,648233.91,9978.89
Spokane,2018-05-27 0:00,Conventional,1.07,132012.75,26966.9,36917.38,1027.75,67100.72,19680.48,47212.65,207.59
St. Louis,2018-05-27 0:00,Conventional,1.12,253839.12,109631.24,7692.55,789.04,135726.29,114267.75,15714.38,5744.16
Syracuse,2018-05-27 0:00,Conventional,1.15,97463.68,12448.05,51987.07,225.14,32803.42,9983.8,22819.62,0
Tampa,2018-05-27 0:00,Conventional,1.29,526122.38,342542.58,37506.01,1775.28,144298.51,82324.7,61813.81,160
West,2018-05-27 0:00,Conventional,1.01,7910315.69,2311472,1979223.57,140883.04,3478737.08,1288383.67,2173656.09,16697.32
West Tex/New Mexico,2018-05-27 0:00,Conventional,0.86,1072098.57,518796.88,212676.1,12976.4,327649.19,149735.92,175544.38,2368.89
Total U.S.,2018-06-03 0:00,Conventional,1.07,44705039.05,15241658.25,12611264.58,828737.97,16023378.25,11035193.03,4684090.46,304094.76
Albany,2018-06-03 0:00,Conventional,1.22,136071.39,21919.16,92319.65,62.68,21769.9,16888.62,4406.84,474.44
Atlanta,2018-06-03 0:00,Conventional,0.98,755986.39,362131.91,42903.32,1761.7,349189.46,234031.59,112722.31,2435.56
Baltimore/Washington,2018-06-03 0:00,Conventional,1.47,945095.36,106069.57,559578.42,5921.04,273526.33,256031.45,17438.21,56.67
Boise,2018-06-03 0:00,Conventional,1.17,110102.3,45581.82,5619.72,9946.35,48954.41,21755.04,27015.49,183.88
Boston,2018-06-03 0:00,Conventional,1.29,831230.87,31153.19,644756.58,1374.56,153946.54,111654.62,40084.14,2207.78
Buffalo/Rochester,2018-06-03 0:00,Conventional,1.16,211776.68,16898.68,88289.85,53.24,106534.91,32384.38,73424.98,725.55
California,2018-06-03 0:00,Conventional,1.1,7111190.03,2481805.2,2070019.26,125632.97,2433732.6,2238394.95,96234.86,99102.79
Charlotte,2018-06-03 0:00,Conventional,1.25,287984.27,98639.89,71320.37,6444.15,111579.86,96653.55,14926.31,0
Chicago,2018-06-03 0:00,Conventional,1.2,935297.56,89938.63,531152.28,149419.44,164787.21,135235.31,26681.72,2870.18
Cincinnati/Dayton,2018-06-03 0:00,Conventional,1.11,282388.21,62242.81,28916.8,12569.37,178659.23,155160.15,23457.53,41.55
Columbus,2018-06-03 0:00,Conventional,1.06,216525.62,54893.97,26291.07,4981.44,130359.14,94941.87,35387.11,30.16
Dallas/Ft. Worth,2018-06-03 0:00,Conventional,0.79,1578363.98,729441.56,321141.38,6833.06,520947.98,303044.37,196590.55,21313.06
Denver,2018-06-03 0:00,Conventional,0.97,1055266.78,218834.67,322284.74,13084.59,501062.78,156157.49,344894.94,10.35
Detroit,2018-06-03 0:00,Conventional,1.18,498251.44,96565.37,75225.25,79826.56,246634.26,184326.72,46195.68,16111.86
Grand Rapids,2018-06-03 0:00,Conventional,1.44,230226.89,3982.63,97782.4,73381.65,55080.21,32604.66,5689.41,16786.14
Great Lakes,2018-06-03 0:00,Conventional,1.19,4226079.91,716773,1280161.75,484221.88,1744923.28,1289030.08,385898.05,69995.15
Harrisburg/Scranton,2018-06-03 0:00,Conventional,1.14,375707.3,88548.77,174427.94,503.34,112227.25,100019.27,10183.54,2024.44
Hartford/Springfield,2018-06-03 0:00,Conventional,1.28,406050.82,22825.75,295421.71,329.33,87474.03,85242.47,612.67,1618.89
Houston,2018-06-03 0:00,Conventional,0.78,1482486.14,592613.95,293221.38,6143.71,590507.1,356491.03,233421.63,594.44
Indianapolis,2018-06-03 0:00,Conventional,1.17,210347.78,40422.84,53080.87,6102.33,110741.74,85167.1,23731.21,1843.43
Jacksonville,2018-06-03 0:00,Conventional,1.09,273960.35,153753.04,14294.87,575.01,105337.43,42023.3,63187.46,126.67
Las Vegas,2018-06-03 0:00,Conventional,1.08,388206.13,99453.71,114923.9,7653.55,166174.97,78412.98,87173.1,588.89
Los Angeles,2018-06-03 0:00,Conventional,0.96,3433759.97,1258719.38,441223.66,81658.52,1652158.41,1522359.55,59636.85,70162.01
Louisville,2018-06-03 0:00,Conventional,1.11,124564.89,30429.15,25197.16,259.71,68678.87,42852.21,24293.76,1532.9
Miami/Ft. Lauderdale,2018-06-03 0:00,Conventional,1.12,989235.06,659699.85,68912.09,2076.8,258546.32,114303.98,144139.01,103.33
Midsouth,2018-06-03 0:00,Conventional,1.23,3890137.58,1073114.48,1241221.27,30276.6,1545525.23,1270393.56,262434.68,12696.99
Nashville,2018-06-03 0:00,Conventional,0.99,303139.61,135456.47,10084.62,676.84,156921.68,119016.47,35205.21,2700
New Orleans/Mobile,2018-06-03 0:00,Conventional,0.95,380354.51,227475.51,23515.14,2078,127285.86,104842.95,22136.25,306.66
New York,2018-06-03 0:00,Conventional,1.28,2075679.37,88115.05,1225915.25,2419.09,759229.98,727582.66,27988.43,3658.89
Northeast,2018-06-03 0:00,Conventional,1.24,6076276.2,491465.11,3719299.31,8219.31,1857292.47,1497219.04,342687.88,17385.55
Northern New England,2018-06-03 0:00,Conventional,1.1,646079.08,49524.27,512665.84,1048.21,82840.76,39534.66,42238.33,1067.77
Orlando,2018-06-03 0:00,Conventional,1.09,580532.68,371958.31,31916.5,1653.38,175004.49,91265.61,83525.55,213.33
Philadelphia,2018-06-03 0:00,Conventional,1.26,605989.47,51416.25,320744.92,723.03,233105.27,201270.08,29538.53,2296.66
Phoenix/Tucson,2018-06-03 0:00,Conventional,0.74,1351160.32,656389.4,235743.24,13231.49,445796.19,232323.59,207125.93,6346.67
Pittsburgh,2018-06-03 0:00,Conventional,1.26,136331.51,37667.72,19726.92,1447.49,77489.38,37338,40138.05,13.33
Plains,2018-06-03 0:00,Conventional,1.09,2395661.06,984830.6,626224.89,7869.19,776736.38,709963.12,58286.49,8486.77
Portland,2018-06-03 0:00,Conventional,1.16,701388.98,75393.08,255935.23,20701.81,349358.86,114130.27,234662.41,566.18
Raleigh/Greensboro,2018-06-03 0:00,Conventional,1.24,375694.41,135070.95,86704.93,5711.78,148206.75,129934.01,18272.74,0
Richmond/Norfolk,2018-06-03 0:00,Conventional,1.14,333891.1,76075.24,105318.29,2296.18,150201.39,121095.89,28885.5,220
Roanoke,2018-06-03 0:00,Conventional,1.09,190364.68,49106.19,39069.39,419.5,101769.6,76270.69,24942.24,556.67
Sacramento,2018-06-03 0:00,Conventional,1.23,595937.52,195211.06,314080.99,696.54,85948.93,78698.61,1764.45,5485.87
San Diego,2018-06-03 0:00,Conventional,1.01,597493.68,168990.91,178206.29,23093.15,227203.33,202925.88,21397.45,2880
San Francisco,2018-06-03 0:00,Conventional,1.39,904180.89,273385.67,472132.71,1716.28,156946.23,152673.35,295.94,3976.94
Seattle,2018-06-03 0:00,Conventional,1.39,570731.8,97820.26,159669.67,740.33,312501.54,112286.67,199742.79,472.08
South Carolina,2018-06-03 0:00,Conventional,1.1,531019.05,263683.29,65889.9,4189.56,197256.3,135941.32,58012.75,3302.23
South Central,2018-06-03 0:00,Conventional,0.81,7727904.88,3759318.76,1403274,36176.22,2529135.9,1605172.94,855356.08,68606.88
Southeast,2018-06-03 0:00,Conventional,1.07,5719987.9,3337210.37,387672.11,17376.11,1977729.31,1151007.85,815703.68,11017.78
Spokane,2018-06-03 0:00,Conventional,1.25,100515.79,23331.05,29561.51,536.61,47086.62,20483.03,26512.8,90.79
St. Louis,2018-06-03 0:00,Conventional,1.1,246076.21,104462.39,7899.4,534.36,133180.06,117386.69,9693.91,6099.46
Syracuse,2018-06-03 0:00,Conventional,1.16,101726.09,12440.56,45651.82,187.46,43446.25,16828.55,26604.37,13.33
Tampa,2018-06-03 0:00,Conventional,1.1,638461.97,410736.66,44926.38,1245.48,181553.45,88055.56,93367.89,130
West,2018-06-03 0:00,Conventional,1.02,7557801.56,2397140.75,1883391.99,118965.68,3158303.14,1274011.53,1867488.74,16802.87
West Tex/New Mexico,2018-06-03 0:00,Conventional,0.82,1016611.05,542364.11,156748.64,7327.49,310170.81,156422.71,151453.66,2294.44
Total U.S.,2018-06-10 0:00,Conventional,1.03,45613372.42,15949807.24,13691955.59,753786.21,15217823.38,11228599.99,3724800.5,264422.89
Albany,2018-06-10 0:00,Conventional,0.95,162813.63,19955.3,116165.74,32,26660.59,20514.04,5637.66,508.89
Atlanta,2018-06-10 0:00,Conventional,0.98,700321.46,344679.88,38665.25,376.15,316600.18,211139.93,103079.14,2381.11
Baltimore/Washington,2018-06-10 0:00,Conventional,1.24,1094959.31,123990.46,715941.37,5495.36,249532.12,232258.84,17212.17,61.11
Boise,2018-06-10 0:00,Conventional,1.21,101953.34,48562.84,4667.24,7550.6,41172.66,24746.34,16377.26,49.06
Boston,2018-06-10 0:00,Conventional,1.03,1190209.04,34751.16,1007026.97,1965.98,146464.93,129868.28,14991.09,1605.56
Buffalo/Rochester,2018-06-10 0:00,Conventional,1.14,208926.29,16934.14,75254.12,48.26,116689.77,80130.83,35496.72,1062.22
California,2018-06-10 0:00,Conventional,1.07,7042283.35,2510328.68,2113127.62,134295.14,2284531.91,2147142.46,49638.36,87751.09
Charlotte,2018-06-10 0:00,Conventional,1.21,301189.5,109239.05,83132.8,5789.42,103028.23,91734.68,11286.89,6.66
Chicago,2018-06-10 0:00,Conventional,1.21,907779.98,82364.3,513666.59,146566.52,165182.57,138014.4,25875.94,1292.23
Cincinnati/Dayton,2018-06-10 0:00,Conventional,1.1,299406.76,69694.52,26000.93,20288.47,183422.84,159219.32,24199.36,4.16
Columbus,2018-06-10 0:00,Conventional,1.08,228316.86,51080,24413.35,9991.95,142831.56,118512.9,24136.37,182.29
Dallas/Ft. Worth,2018-06-10 0:00,Conventional,0.78,1584621.89,867161.05,230812.66,2038.26,484609.92,339340.95,126601.25,18667.72
Denver,2018-06-10 0:00,Conventional,1.05,975679.65,207607.13,248902.46,29722.94,489447.12,164631.3,324793.25,22.57
Detroit,2018-06-10 0:00,Conventional,1.18,480625.47,86066.08,48096.85,61116,285346.54,255823.85,22016.33,7506.36
Grand Rapids,2018-06-10 0:00,Conventional,1.5,186642.44,3259.52,64137.49,48911.79,70333.64,55849.99,3045.44,11438.21
Great Lakes,2018-06-10 0:00,Conventional,1.19,4105136.03,668392.75,1114402.23,422855.29,1899485.76,1518437.18,338109.21,42939.37
Harrisburg/Scranton,2018-06-10 0:00,Conventional,1.1,384370.68,93459.95,176196.44,132.17,114582.12,98755.26,13680.19,2146.67
Hartford/Springfield,2018-06-10 0:00,Conventional,1.11,538930.56,26338.74,435666.45,135.74,76789.63,74101.19,1096.22,1592.22
Houston,2018-06-10 0:00,Conventional,0.71,1561109.36,868661.72,177394.23,2308.21,512745.2,350445.12,161637.85,662.23
Indianapolis,2018-06-10 0:00,Conventional,1.18,202659.44,36442.69,37183.35,11340.9,117692.5,101443.29,15160.18,1089.03
Jacksonville,2018-06-10 0:00,Conventional,1.09,243280.38,140295.78,12251.36,133.62,90599.62,39749.98,50732.97,116.67
Las Vegas,2018-06-10 0:00,Conventional,1.1,356540.92,107361.64,105738.42,7569.13,135871.73,80905.35,54084.16,882.22
Los Angeles,2018-06-10 0:00,Conventional,0.95,3354226.35,1343839.99,384178.68,87001.2,1539206.48,1442267.35,36381.26,60557.87
Louisville,2018-06-10 0:00,Conventional,1.1,120643.9,30711.49,23542,103.22,66287.19,42090.12,23865.71,331.36
Miami/Ft. Lauderdale,2018-06-10 0:00,Conventional,1.3,798283.04,545612.67,51237.95,1354.75,200077.67,102470.21,97490.79,116.67
Midsouth,2018-06-10 0:00,Conventional,1.13,4180737.97,1210001.67,1506998.92,26783.52,1436953.86,1162500.36,264320.75,10132.75
Nashville,2018-06-10 0:00,Conventional,0.97,284058.08,131723.29,11429.45,117.28,140788.06,99465.66,39051.29,2271.11
